_id,Yil,Ilce,ilce_kodu,Erkek ve 0-4,Erkek ve 5-9,Erkek ve 10-14,Erkek ve 15-19,Erkek ve 20-24,Erkek ve 25-29,Erkek ve 30-34,Erkek ve 35-39,Erkek ve 40-44,Erkek ve 45-49,Erkek ve 50-54,Erkek ve 55-59,Erkek ve 60-64,Erkek ve 65-69,Erkek ve 70-74,Erkek ve 75-79,Erkek ve 80-84,Erkek ve 85-89,Erkek ve 90+,Kadin ve 0-4,Kadin ve 5-9,Kadin ve 10-14,Kadin ve 15-19,Kadin ve 20-24,Kadin ve 25-29,Kadin ve 30-34,Kadin ve 35-39,Kadin ve 40-44,Kadin ve 45-49,Kadin ve 50-54,Kadin ve 55-59,Kadin ve 60-64,Kadin ve 65-69,Kadin ve 70-74,Kadin ve 75-79,Kadin ve 80-84,Kadin ve 85-89,Kadin ve 90+
101,2009,Sarıyer,1604,9178,9323,10062,10235,13531,14370,13335,12257,10977,9738,8057,6278,4698,3147,1966,1701,718,235,60,8686,8756,9488,9598,12299,13718,13492,12829,10782,9753,8160,6329,4920,3446,2428,1954,1305,518,200
102,2009,Şile,1659,842,855,951,945,1533,1184,1100,973,1004,906,873,758,730,668,518,432,217,80,10,786,809,946,884,952,983,1028,975,904,868,876,805,793,658,543,449,336,123,28
103,2009,Silivri,1622,4855,4933,5450,5715,5972,7918,7224,6318,5311,4889,3933,2940,2188,1598,1224,850,424,153,32,4567,4592,4966,4853,5170,5996,5498,5296,4389,4119,3472,2679,2262,1562,1245,1097,639,252,79
104,2009,Şişli,1663,9850,9833,9868,10122,14135,17701,16420,14439,11479,10233,8904,6749,5186,3428,2463,2241,1316,640,184,9516,8931,9313,9670,13178,17687,16758,14575,11701,10642,9221,7429,6126,4418,3669,3428,2797,1290,518
105,2009,Sultanbeyli,2014,17049,16309,16361,15219,12234,15987,13093,11644,8306,7838,5432,3137,1978,1206,750,625,248,84,10,15769,15470,15274,13825,14371,14598,11441,10090,7380,6957,4669,2952,2203,1531,1024,841,484,184,49
106,2009,Sultangazi,2055,24206,23898,23397,21142,18169,25672,23483,20500,15049,12545,9023,6267,4023,2322,1201,944,346,115,27,23078,22642,21459,19188,21018,24353,21198,17938,12526,11184,8490,6215,4254,2594,1657,1308,767,263,102
107,2009,Tuzla,2015,8037,7678,7957,7463,15549,10532,8815,7885,6291,5500,4193,2778,1898,1184,678,602,233,80,13,7695,7113,7264,6914,7928,9140,8139,7397,5687,4956,3749,2648,1969,1291,891,782,487,184,58
108,2009,Ümraniye,1852,26220,24894,24688,23701,23568,31321,30731,27609,21554,18772,14451,9713,6384,3749,2135,1791,662,211,41,24489,23355,23319,22213,24541,31121,28895,25735,19286,17498,13274,8958,6586,4323,2885,2399,1395,596,202
109,2009,Üsküdar,1708,17903,17879,19567,19595,22425,25322,24636,22755,19380,18066,15446,11968,8996,5862,3935,3326,1630,522,125,16880,17070,18431,18406,20915,26134,25875,23881,19794,18493,15798,12225,9560,6819,5258,4594,3158,1316,434
110,2009,Zeytinburnu,1739,12117,11626,12534,13055,13088,15531,13991,12488,10121,9410,7563,5485,3623,2117,1459,1155,522,165,51,11573,11056,11882,12354,14393,14999,13113,11903,9619,9046,7262,5368,3811,2512,1880,1706,1050,382,137
111,2010,Adalar,1103,318,307,324,382,1194,635,589,550,487,531,527,492,418,321,240,185,88,40,13,301,304,295,318,436,530,494,499,469,482,523,504,402,326,257,206,122,84,28
112,2010,Arnavutköy,2048,10758,10287,10153,9008,7246,9909,9399,7520,5345,5556,3873,2922,1887,1113,768,566,235,105,12,9919,9908,9400,8124,8621,9356,8061,6672,4652,5030,3483,2753,1891,1274,957,646,418,146,38
113,2010,Ataşehir,2049,14941,14263,14631,14277,13265,18668,19563,17502,14081,13432,10108,8216,5738,3583,2212,1578,690,257,50,14091,13382,14015,13973,15668,19324,19538,17643,13406,12957,9666,8073,5809,3775,2646,2020,1334,613,220
114,2010,Avcılar,2003,15127,14291,14541,14245,14635,20219,19677,16054,12284,12260,9520,7783,5302,3224,1983,1389,606,209,43,14410,13425,13852,13619,16567,19373,18214,15138,11959,12352,9537,7901,5498,3446,2520,1719,1164,463,133
115,2010,Bağcılar,2004,37110,35779,36841,33561,29123,40484,39008,32995,24020,23112,15461,11578,7457,4425,2399,1588,694,241,47,35300,33793,34201,31732,34773,38780,35559,30598,20787,21261,14235,11748,8001,4652,3200,2091,1430,579,166
116,2010,Bahçelievler,2005,23579,22544,23782,23714,23510,31760,31066,26049,20252,19577,15673,12473,8565,5477,3354,2446,1076,307,65,22608,21359,22920,22495,25993,30870,29498,25295,19846,19945,15266,12767,9178,5891,4451,3225,2103,821,263
117,2010,Bakırköy,1166,5116,5344,5778,6436,8613,9027,9212,8339,7494,7854,7389,6670,5569,3864,2816,2232,1417,596,115,4786,5029,5502,6270,7952,10141,10307,9660,8979,9106,8423,7463,5990,4628,3748,3252,2458,1190,380
118,2010,Başakşehir,2050,12971,13348,13240,11438,8667,11029,11738,11409,9469,8323,5293,3527,2112,1223,799,527,209,75,15,12230,12704,12331,10671,10232,12163,12668,11316,8031,6915,4515,3329,2192,1391,986,684,469,172,56
119,2010,Bayrampaşa,1886,9728,10248,11013,11032,10697,13348,13301,12059,10134,9569,7898,6389,4064,2496,1904,1347,668,210,61,9343,9674,10318,10167,11031,12880,12746,11494,9663,9346,7240,6059,4240,3085,2414,1930,1146,393,146
120,2010,Beşiktaş,1183,4014,3807,4064,4871,8240,8482,8409,7296,6492,6221,5732,4812,4186,3287,2564,2041,1396,667,205,3711,3550,3725,4531,6997,9416,9684,8493,7495,7109,6723,5861,5146,4379,3490,3048,2438,1299,509
121,2010,Beykoz,1185,9010,9003,9937,9835,9736,11579,11525,10802,9174,9042,7569,5781,3811,2585,1780,1356,648,212,53,8417,8566,9246,9580,10348,11569,11550,10607,8857,8836,6993,5496,3959,2725,2278,1821,1223,481,146
122,2010,Beylikdüzü,2051,8499,8137,8096,7313,6739,8955,10981,10243,7918,7159,5495,4396,3080,1837,1099,712,293,139,28,7904,7669,7691,6866,7713,10515,11925,10200,7715,7004,5479,4448,3192,1886,1426,1033,675,309,104
123,2010,Beyoğlu,1186,9329,9032,9998,10046,9882,13376,12698,10947,9366,8942,7178,5400,3578,2402,1642,1298,674,227,59,8772,8537,9485,9427,10478,11943,11808,10454,8635,8456,6392,5080,3683,2777,2295,1803,1265,521,199
124,2010,Büyükçekmece,1782,7229,7374,7599,6919,7198,8358,8915,8062,6513,6402,4968,4082,2970,2002,1340,925,402,128,28,6939,6731,7118,6526,7279,8606,8944,8002,6450,6280,4719,4132,3150,2078,1544,1094,639,286,86
125,2010,Çatalca,1237,2004,2154,2508,2512,2410,2662,2598,2485,2223,2281,2057,1640,1335,894,681,505,302,107,29,1896,2078,2408,2258,2300,2516,2560,2340,2168,2271,1889,1569,1283,977,810,664,437,156,34
126,2010,Çekmeköy,2052,8202,7736,7476,6677,6165,8649,9264,8194,6235,5665,3973,2792,1845,1155,646,466,157,59,10,7900,7161,7334,6284,6900,8924,9123,7628,5413,5184,3447,2755,1861,1165,821,575,394,162,41
127,2010,Esenler,2016,22414,22278,23271,21665,18593,25209,23868,20621,15534,14711,9778,7186,4492,2686,1593,1114,445,117,27,21269,21054,22071,20136,21018,23074,21844,18992,13644,13343,8922,7169,4869,3018,2182,1449,939,349,128
128,2010,Esenyurt,2053,24450,22285,21435,19507,17985,26681,25840,20421,13608,12945,8832,6430,4080,2245,1318,873,363,129,31,23216,20615,19713,17472,21429,25474,22573,17671,11735,11973,7980,6330,4338,2509,1810,1268,826,285,102
129,2010,Eyüp,1325,13424,13323,14276,13528,11962,16609,17360,15771,12768,11924,9384,7236,4954,3109,1925,1474,661,246,48,12687,12399,13199,12468,13722,16845,16842,15474,11935,11643,8514,7142,5153,3416,2650,2141,1429,510,178
130,2010,Fatih,1327,13818,13841,15201,16501,18138,22086,20309,17071,14601,14450,12521,10894,8241,5745,4272,3395,1841,650,155,13187,13016,14435,15735,19343,19357,18779,16861,14729,14714,12731,11231,9244,7022,6132,5211,3602,1603,485
131,2010,Gaziosmanpaşa,1336,20738,20755,21543,20356,17377,23930,24229,20981,16396,15671,12240,9530,6172,3833,2285,1726,782,249,56,19728,19527,20271,19039,20588,23535,22680,19787,15284,15217,11624,9283,6524,4258,3195,2404,1660,615,191
132,2010,Güngören,2010,11910,11716,12394,12816,12337,16113,15464,13447,10593,10593,8563,6826,4774,2996,1898,1412,643,215,38,11560,10952,11573,12173,13765,15421,14850,13038,10445,10701,8365,7041,5027,3460,2600,1997,1248,505,155
133,2010,Kadıköy,1421,11621,11507,12036,14188,16975,22031,23360,20512,17604,17194,16592,15823,13872,10904,8076,6629,4333,2029,589,11101,10784,11656,13849,18362,23742,25559,22948,20669,21134,20852,19470,17482,14008,11452,9945,8053,4351,1543
134,2010,Kağıthane,1810,16842,16516,17861,17320,16208,22525,22281,19842,16137,14848,10439,7421,4621,3030,2144,1772,682,194,35,16320,15586,16948,15992,18196,21054,21271,18992,14645,13720,9382,7279,5265,3839,3015,2185,1457,497,154
135,2010,Kartal,1449,16068,15957,16708,16582,16485,21130,22275,19748,15948,15334,12383,9703,6838,4627,2909,2055,1002,359,62,15125,14703,15726,15601,17488,21357,21909,19664,15621,15445,11818,9858,7401,4923,3742,2660,1938,779,268
136,2010,Küçükçekmece,1823,30287,29724,30327,29010,26105,36548,36571,32134,24981,23065,16897,12979,8848,5490,3434,2456,1057,394,82,28455,28000,28424,27035,30592,36440,35269,30753,22845,22128,15771,13193,9546,6099,4593,3343,2094,752,267
137,2010,Maltepe,2012,14558,13599,15142,15881,18140,21745,22462,19856,16169,15463,12694,10724,8012,5337,3464,2702,1277,485,112,13807,13079,14302,14233,17500,21371,22214,19903,15985,15856,13171,11550,8753,6184,4565,3729,2701,1140,392
138,2010,Pendik,1835,27120,25509,26120,24039,21658,31106,31706,27102,20438,19628,14252,10759,7006,4568,2818,2004,908,339,54,25079,24169,24358,22543,25273,30660,29289,25101,18417,18224,12942,10614,7348,4965,3628,2641,1866,712,233
139,2010,Sancaktepe,2054,13750,12716,12422,11529,10161,14334,14086,11794,8113,8138,5198,3668,2205,1416,844,577,235,84,23,12850,12016,11824,10573,12074,13691,12576,10401,6982,7232,4474,3644,2459,1619,1114,800,534,212,74
140,2010,Sarıyer,1604,9052,9048,10039,10284,13665,13669,13622,12318,10956,10269,8129,6732,5001,3357,2126,1681,790,276,69,8712,8601,9358,9621,11751,13117,13890,12878,10733,10318,8229,6907,5243,3587,2638,1945,1391,581,219
141,2010,Şile,1659,850,830,923,940,980,1141,1084,993,935,949,900,857,785,693,562,443,228,97,12,791,791,934,897,900,957,1047,977,856,898,845,927,843,716,559,478,326,141,34
142,2010,Silivri,1622,4911,4870,5518,5799,6334,7997,7757,6541,5347,5230,4118,3166,2361,1654,1320,857,439,153,40,4753,4595,5073,4928,5188,5972,5782,5369,4413,4373,3471,3002,2368,1651,1333,1093,658,272,91
143,2010,Şişli,1663,9652,9643,9881,10230,13583,17513,16731,14562,11564,10574,8911,7183,5438,3551,2625,2187,1293,689,208,9258,8867,9327,9402,12875,17250,17031,14702,11612,11006,9098,7886,6378,4541,3893,3327,2826,1458,582
144,2010,Sultanbeyli,2014,17076,16072,16641,15226,11819,15874,14091,11859,7941,8660,5517,3699,2122,1265,809,570,255,99,15,15960,15132,15530,13832,14264,14546,12425,10190,7043,7751,4639,3526,2310,1595,1118,786,551,192,63
145,2010,Sultangazi,2055,24523,24293,24141,21599,18020,25851,25235,21454,15239,13913,9220,7035,4494,2576,1341,934,368,147,29,23561,22945,22493,19640,21112,24257,22901,18804,12509,12256,8572,6978,4731,2688,1864,1285,847,307,112
146,2010,Tuzla,2015,8339,7931,8457,7690,11430,9843,9561,8409,6658,6072,4396,3171,2087,1295,787,580,270,96,15,7856,7396,7714,7194,7877,9234,9022,7941,5860,5539,3873,3057,2189,1385,1008,760,548,204,75
147,2010,Ümraniye,1852,27178,25573,25740,24241,22532,31792,33366,29650,22403,20573,15187,11279,7182,4341,2402,1787,761,264,49,25798,23700,24284,22725,25298,32064,32025,27372,19809,19366,13720,10819,7293,4760,3232,2383,1594,662,227
148,2010,Üsküdar,1708,17674,17442,19290,19378,21535,25160,25133,22629,19342,18685,15411,12824,9480,6244,4252,3238,1732,616,136,16659,16676,18188,18373,20619,25360,26345,23934,19803,19030,15705,13346,10179,7092,5602,4561,3317,1500,457
149,2010,Zeytinburnu,1739,12014,11612,12356,12853,12445,15342,14583,12549,10250,9810,7612,5979,3917,2275,1518,1104,565,179,48,11740,10965,11840,12136,14232,14745,13640,11940,9605,9458,7174,6023,3999,2571,1999,1646,1156,411,139
150,2011,Adalar,1103,330,286,301,387,845,609,590,535,511,515,515,516,442,346,250,178,93,40,15,305,312,293,303,401,507,527,470,477,447,533,512,428,344,267,208,126,85,34
151,2011,Arnavutköy,2048,11218,10624,10588,9338,7651,10035,10494,8125,5824,5729,4026,3342,2005,1208,763,605,251,116,18,10339,10074,9928,8396,9005,9498,9107,7079,5043,5289,3614,3112,2060,1326,1034,681,461,183,41
152,2011,Ataşehir,2049,15132,14239,14887,14781,13951,18253,20693,18004,14670,13816,10303,8914,5928,3821,2321,1642,749,286,61,14257,13624,13968,14799,16960,19062,20593,18075,14273,13394,9994,8620,6154,3986,2810,2085,1434,721,242
153,2011,Avcılar,2003,16051,14659,15120,15084,15591,20386,21396,17043,13280,12651,9895,8445,5625,3398,2142,1415,675,219,52,15104,13740,14349,14351,17345,19697,19872,16001,12803,12864,9974,8508,5919,3730,2604,1869,1170,545,164
154,2011,Bağcılar,2004,36897,34960,37005,34045,29514,39210,40918,33000,25395,23683,15688,12366,7635,4567,2513,1590,787,261,53,34960,33286,34525,31985,34368,37306,37546,30940,21875,21733,14494,12470,8254,4950,3345,2171,1517,648,190
155,2011,Bahçelievler,2005,23946,22380,23729,23985,24126,31587,32626,26376,21244,20132,15815,13202,8949,5659,3488,2358,1223,359,84,22771,21318,22767,22630,25909,30614,30871,25589,20796,20441,15503,13522,9457,6122,4585,3331,2176,956,274
156,2011,Bakırköy,1166,4998,5340,5573,6579,8872,8616,9458,8354,7614,7710,7532,6922,5602,4049,2849,2228,1413,682,141,4799,4994,5408,6176,7718,9924,10632,9627,9197,9087,8612,7694,6137,4781,3820,3291,2430,1361,443
157,2011,Başakşehir,2050,14923,15095,14801,12680,9642,11959,14411,13363,11160,9541,5995,4275,2396,1439,851,579,247,85,19,14109,14421,13812,11900,11179,13587,15503,13165,9555,7932,5082,3944,2541,1608,1078,763,546,239,63
158,2011,Bayrampaşa,1886,9605,9897,10834,10937,10812,12948,13477,11962,10435,9676,8055,6675,4245,2546,1903,1340,691,251,60,9229,9343,10161,10282,10665,12429,12903,11602,9909,9473,7371,6405,4244,3085,2474,1951,1206,477,151
159,2011,Beşiktaş,1183,3975,3782,3933,4985,8766,8387,8645,7205,6731,6072,5698,4988,4199,3340,2569,1998,1380,748,211,3708,3497,3527,4743,7966,9475,9831,8557,7678,7255,6717,5930,5158,4381,3545,3050,2414,1479,530
160,2011,Beykoz,1185,8874,8752,9808,9845,10247,11135,11763,10657,9365,9119,7674,6225,4027,2694,1833,1329,692,252,57,8292,8294,9152,9425,10111,11061,11760,10580,9147,8951,7118,5957,4086,2886,2306,1792,1287,558,173
161,2011,Beylikdüzü,2051,9002,8548,8573,7885,7033,9163,11524,10745,8653,7616,5903,4783,3393,2135,1160,795,336,160,32,8299,8202,8104,7336,7894,10755,12730,10954,8547,7521,5798,4989,3523,2168,1518,1110,731,376,126
162,2011,Beyoğlu,1186,9009,8650,9777,10015,10336,12881,13201,10918,9563,9061,7146,5839,3741,2405,1688,1218,686,272,62,8658,8133,9280,9564,10439,11330,12143,10306,8890,8457,6437,5367,3781,2761,2298,1823,1271,597,203
163,2011,Büyükçekmece,1782,7498,7522,7967,7527,7663,8334,9504,8610,7042,6844,5298,4528,3197,2215,1421,1004,434,150,31,7189,7003,7429,6974,7557,8779,9667,8561,6981,6578,5159,4572,3363,2282,1621,1166,714,367,92
164,2011,Çatalca,1237,1960,2112,2423,2544,3285,2667,2667,2443,2291,2261,2123,1819,1382,949,685,549,296,129,36,1868,2012,2366,2261,2234,2434,2569,2358,2239,2259,1959,1686,1349,991,818,675,454,186,40
165,2011,Çekmeköy,2052,8825,8146,8122,7147,7417,8888,10374,8893,6961,6202,4259,3207,1981,1221,706,485,204,60,18,8423,7544,7715,6841,7351,9206,10278,8401,6040,5677,3756,3117,2055,1275,907,613,447,200,51
166,2011,Esenler,2016,22022,21646,23186,21492,19365,23949,24837,20427,16090,14998,9808,7711,4529,2667,1676,1099,485,143,32,20892,20355,21878,20234,20628,22004,22643,18982,14306,13488,9095,7618,4836,3094,2162,1486,974,402,143
167,2011,Esenyurt,2053,27677,24539,23594,21490,19820,28620,30980,22801,15630,14436,9666,7482,4489,2554,1469,939,431,146,30,26232,22696,21766,19412,23516,27564,27121,19733,13513,13170,8783,7425,4710,2835,1968,1377,932,358,123
168,2011,Eyüp,1325,13517,13257,14358,13781,12325,16226,18276,16113,13444,12412,9555,7841,5148,3264,1946,1497,724,261,64,12723,12397,13196,12652,13537,16422,17830,15758,12626,11977,8873,7657,5325,3563,2748,2149,1519,614,215
169,2011,Fatih,1327,13464,13553,14745,16059,18238,21285,20612,17153,14871,14527,12554,11258,8475,5875,4182,3283,1874,721,165,12975,12819,14062,15407,19666,18440,18939,16730,14926,14651,12747,11605,9231,7090,6013,5175,3649,1792,540
170,2011,Gaziosmanpaşa,1336,20844,20443,21623,20619,17658,23654,25387,21238,17186,16096,12470,10232,6376,3919,2421,1710,796,280,59,19970,19319,20393,19306,20582,23236,23902,19901,15990,15641,11726,10053,6733,4393,3242,2513,1687,751,204
171,2011,Güngören,2010,11835,11295,12281,12636,12545,15455,15888,13206,10978,10630,8595,7173,4825,3064,2017,1373,650,230,46,11273,10639,11385,11985,13590,14878,15127,12968,10610,10856,8451,7303,5190,3435,2654,1981,1325,592,171
172,2011,Kadıköy,1421,11430,11258,11783,13613,16516,21190,23646,20542,17923,17043,16561,16014,13787,11318,8219,6583,4425,2270,636,10824,10778,11325,13614,17776,23020,25815,23172,20915,20856,20763,19951,17496,14749,11447,10153,8018,4900,1668
173,2011,Kağıthane,1810,16610,16138,17782,17465,16448,21982,22837,19754,16884,15352,10763,8041,4711,3046,2144,1718,766,228,31,15781,15318,16868,16132,17858,20396,21846,19018,15412,14395,9586,7810,5333,3856,3093,2197,1487,616,163
174,2011,Kartal,1449,16208,15819,17048,16505,17028,20555,23091,19944,16708,15909,12461,10388,7196,4835,3034,2038,1087,388,88,15362,14668,16003,15662,17111,20973,22885,20148,16356,15947,12208,10528,7631,5153,3857,2764,2040,951,310
175,2011,Küçükçekmece,1823,30444,29544,30433,29353,26853,35489,38504,32680,26288,23846,17498,13830,9113,5836,3501,2485,1129,452,84,28807,27816,28679,27992,30887,35628,37396,31335,24195,22787,16288,13990,9968,6399,4718,3485,2182,898,300
176,2011,Maltepe,2012,15058,13530,15197,16093,19148,22070,23848,20613,17075,16189,13103,11436,8253,5726,3611,2755,1401,516,146,14131,12996,14374,14493,17342,21227,23332,20461,16963,16319,13496,12325,9130,6623,4754,3776,2783,1362,444
177,2011,Pendik,1835,28110,25907,26923,24584,22384,31059,34400,28481,22133,20483,14543,11939,7474,4665,2990,2001,1004,370,69,26400,24282,25177,23130,25384,30873,32062,26455,19787,19055,13473,11543,7737,5151,3770,2681,1922,884,250
178,2011,Sancaktepe,2054,14344,12832,12973,11790,10418,14231,15311,12407,8801,8568,5490,4114,2309,1480,876,597,268,95,26,13345,12071,12278,10969,12210,13705,13947,11009,7466,7660,4751,4006,2575,1716,1157,853,569,244,76
179,2011,Sarıyer,1604,9014,8879,9951,11569,14176,12999,13877,12398,11291,10415,8309,7170,5143,3543,2257,1677,849,313,73,8640,8467,9275,10814,12423,12650,14290,12951,11264,10574,8345,7408,5352,3840,2718,2006,1424,715,250
180,2011,Şile,1659,838,808,922,1033,1085,1117,1143,973,960,956,942,972,824,724,602,455,244,121,16,797,751,924,898,870,918,1055,963,874,929,895,1012,868,756,593,476,323,178,32
181,2011,Silivri,1622,5172,4870,5474,5666,6553,8298,8655,7096,5811,5641,4510,3552,2541,1777,1324,927,471,178,52,4889,4651,5052,4919,5338,5854,6255,5414,4583,4536,3598,3300,2427,1800,1334,1130,738,291,104
182,2011,Şişli,1663,9392,9410,9700,10542,14660,17208,17027,14697,12112,10738,8987,7481,5641,3696,2640,2168,1339,702,231,8917,8814,9204,9439,12970,16678,17510,14840,12086,11237,9152,8174,6448,4730,3862,3331,2694,1685,621
183,2011,Sultanbeyli,2014,17407,16110,16664,15319,12279,15615,15409,12049,8394,8903,5707,4182,2184,1310,837,580,282,102,17,16284,14883,15785,14072,14556,14246,13621,10300,7532,7958,4816,3918,2393,1585,1161,773,598,240,72
184,2011,Sultangazi,2055,25198,24402,24820,22421,18901,25286,27254,21984,16261,14652,9334,7670,4639,2684,1444,959,372,159,31,23933,23224,23084,20305,21206,23920,24660,19377,13505,12789,8623,7608,4993,2859,1999,1289,857,395,128
185,2011,Tuzla,2015,8609,8128,8714,8388,14094,9955,10163,8783,7226,6352,4648,3456,2237,1364,827,563,303,114,15,8020,7532,8012,7706,8681,9184,9784,8266,6431,5863,3965,3345,2303,1486,1066,763,573,234,77
186,2011,Ümraniye,1852,28474,25923,26389,25145,23609,31685,35997,30986,23895,21790,15874,12522,7602,4714,2631,1843,819,309,49,26765,24147,24894,23582,25762,32483,34639,28943,21566,20324,14514,12020,7806,5062,3529,2482,1758,794,277
187,2011,Üsküdar,1708,17365,17161,19095,19529,22203,24536,25804,22601,19906,18920,15569,13459,9737,6560,4424,3228,1807,728,151,16457,16209,17960,18630,20754,24784,26680,24126,20480,19547,15901,13894,10524,7477,5760,4610,3269,1839,498
188,2011,Zeytinburnu,1739,11973,11468,12466,12587,12190,14813,15119,12558,10691,9810,7839,6338,4021,2341,1582,1072,583,211,54,11614,11027,11771,11997,13310,14234,14303,11823,10015,9493,7357,6333,4163,2624,2022,1614,1176,489,147
189,2012,Adalar,1103,300,268,318,405,1443,613,595,534,509,504,532,522,445,345,270,177,107,38,16,278,337,268,296,413,455,520,466,495,467,518,553,424,374,268,218,135,87,39
190,2012,Arnavutköy,2048,11478,11176,10689,9653,7711,10220,10957,8646,6446,5686,4458,3419,2239,1296,790,585,327,121,27,10601,10507,10191,8803,9020,9895,9727,7276,5692,5252,4036,3154,2223,1410,1082,728,516,200,62
191,2012,Ataşehir,2049,15221,14558,14756,14999,14042,18178,20930,18409,15882,13790,11059,9001,6253,3946,2513,1634,864,346,72,14254,13827,13756,14985,16829,19086,20996,18570,15567,13426,10697,8806,6488,4219,3067,2076,1563,819,274
192,2012,Avcılar,2003,16586,15021,15255,15359,15413,20656,21731,17794,14676,12537,10571,8608,5910,3661,2234,1432,773,252,64,15529,14142,14330,14735,17294,20094,20421,16767,14102,12780,10727,8807,6317,3977,2775,1922,1241,590,191
193,2012,Bağcılar,2004,36315,35140,35963,34407,28719,38554,41015,33225,27419,23112,16897,12304,7948,4714,2732,1600,893,284,66,34339,33413,33821,32178,33046,36873,37788,31099,24243,20939,15461,12428,8532,5213,3525,2227,1663,710,219
194,2012,Bahçelievler,2005,23689,22159,23015,23715,23672,30951,32400,26532,22543,19814,16531,13027,9337,5764,3728,2325,1365,414,85,22384,21250,22070,22330,24773,29922,30880,25836,22097,19781,16433,13525,9667,6396,4713,3306,2391,1033,309
195,2012,Bakırköy,1166,4977,5526,5424,6639,8762,8259,9353,8491,7903,7658,7648,6941,5684,4145,2960,2222,1446,721,165,4672,5191,5252,6157,7553,9540,10583,9705,9446,8980,8672,7816,6291,4903,3912,3266,2532,1461,480
196,2012,Başakşehir,2050,16370,16777,16045,13841,10428,12750,16219,15130,13046,10322,7026,4630,2807,1595,948,628,298,114,18,15609,15903,15059,13122,12170,15049,17387,14805,11300,8580,6097,4285,2928,1809,1268,826,616,292,79
197,2012,Bayrampaşa,1886,9374,9757,10520,10801,11005,12611,13443,11972,10874,9690,8197,6673,4553,2668,1895,1384,718,267,69,9061,9358,9763,10205,10287,12122,12875,11653,10471,9323,7700,6398,4427,3185,2581,1892,1297,534,171
198,2012,Beşiktaş,1183,3961,3913,3872,4816,8370,8073,8657,7490,6853,6034,5672,4937,4193,3339,2504,1981,1346,807,215,3701,3621,3562,4487,6999,9168,10044,8839,7940,7304,6782,6000,5073,4390,3562,3014,2428,1523,597
199,2012,Beykoz,1185,8561,8731,9508,9570,10297,10759,11585,10522,9784,8982,7951,6239,4275,2664,1928,1316,772,275,68,7985,8199,8766,9271,9749,10807,11555,10717,9660,8791,7507,5983,4266,2933,2418,1790,1355,606,207
200,2012,Beylikdüzü,2051,9241,9130,8908,8230,7146,9255,11677,11336,9441,7917,6462,5049,3701,2334,1316,834,391,177,37,8657,8708,8406,7735,7913,10873,13129,11620,9531,7778,6455,5259,3813,2417,1666,1170,844,403,156
201,2012,Beyoğlu,1186,8780,8430,9311,9914,10415,12565,13138,10985,9977,8933,7406,5888,3909,2398,1677,1176,748,268,65,8289,7981,8844,9238,10040,11063,11925,10352,9246,8256,6771,5359,3824,2710,2348,1759,1280,646,238
202,2012,Büyükçekmece,1782,7764,7943,8180,7927,6937,8499,9772,9102,7788,6818,5855,4796,3470,2329,1574,1044,493,172,38,7358,7438,7586,7141,7500,9002,10052,9079,7741,6763,5740,4718,3623,2514,1776,1229,815,388,113
203,2012,Çatalca,1237,1923,2151,2292,2420,3202,2524,2663,2441,2392,2231,2209,1877,1509,1043,713,569,329,147,35,1802,1995,2253,2219,2120,2380,2567,2314,2286,2280,2058,1783,1430,1050,842,686,477,209,46
204,2012,Çekmeköy,2052,9196,8671,8335,7574,7540,9004,10923,9450,7780,6334,4716,3405,2193,1275,799,488,261,69,16,8693,8163,7906,7089,7540,9485,10841,9032,6941,5795,4238,3367,2220,1384,1023,630,491,244,71
205,2012,Esenler,2016,21508,21122,22586,21856,17950,23440,24697,20505,17270,14734,10564,7696,4808,2646,1772,1053,575,176,37,20177,20244,21193,20334,19797,21412,22374,18941,15412,12928,9690,7559,5063,3214,2260,1490,1025,435,151
206,2012,Esenyurt,2053,30799,27205,25270,23703,21298,31254,34835,25501,18604,15163,11201,8140,5009,2894,1609,962,543,180,39,28923,25568,23115,21037,25274,30433,30647,21869,16385,13741,10415,7987,5212,3210,2221,1441,1099,443,140
207,2012,Eyüp,1325,13616,13614,14183,14272,15233,16431,18440,16628,14538,12530,10042,8049,5447,3409,2131,1418,830,288,73,12818,12578,13097,12800,13147,16431,18274,16184,13848,11950,9556,7806,5621,3713,2880,2102,1627,669,239
208,2012,Fatih,1327,13285,13343,14342,16160,18317,21121,20488,17230,15462,14121,12750,11208,8607,5814,4311,3188,1927,762,184,12751,12693,13455,15977,19538,18197,18648,16946,15390,14304,13108,11556,9177,7211,6073,4948,3705,1975,585
209,2012,Gaziosmanpaşa,1336,20963,20687,21146,20837,17756,23324,25510,21716,18244,16014,13074,10429,6745,4073,2567,1681,896,303,64,19755,19573,20051,19493,20114,23048,24140,20320,17173,15329,12482,10242,7111,4605,3387,2530,1797,831,248
210,2012,Güngören,2010,11675,11083,11741,12554,12511,15375,15576,13064,11449,10304,9021,7040,4958,3171,2104,1340,722,261,49,11154,10484,10854,11719,13329,14524,14933,12992,11195,10528,8760,7292,5318,3594,2720,1951,1427,607,194
211,2012,Kadıköy,1421,10834,10942,11109,12865,16157,19991,22583,20220,18029,16309,16052,15720,13700,11257,8413,6452,4454,2464,737,10308,10429,10484,13106,17107,21815,24999,23094,21228,20306,20687,19936,17385,14890,11777,10035,7983,5254,1894
