_id,Yil,Ilce,ilce_kodu,Erkek ve 0-4,Erkek ve 5-9,Erkek ve 10-14,Erkek ve 15-19,Erkek ve 20-24,Erkek ve 25-29,Erkek ve 30-34,Erkek ve 35-39,Erkek ve 40-44,Erkek ve 45-49,Erkek ve 50-54,Erkek ve 55-59,Erkek ve 60-64,Erkek ve 65-69,Erkek ve 70-74,Erkek ve 75-79,Erkek ve 80-84,Erkek ve 85-89,Erkek ve 90+,Kadin ve 0-4,Kadin ve 5-9,Kadin ve 10-14,Kadin ve 15-19,Kadin ve 20-24,Kadin ve 25-29,Kadin ve 30-34,Kadin ve 35-39,Kadin ve 40-44,Kadin ve 45-49,Kadin ve 50-54,Kadin ve 55-59,Kadin ve 60-64,Kadin ve 65-69,Kadin ve 70-74,Kadin ve 75-79,Kadin ve 80-84,Kadin ve 85-89,Kadin ve 90+
322,2015,Esenler,2016,20530,20246,20326,21616,21562,22241,22538,20898,18653,14328,12928,8297,5558,3289,1973,1090,686,206,53,19363,19155,19106,20384,20011,20281,20317,19388,17427,12395,11746,7687,5797,3978,2437,1727,1052,516,198
323,2015,Esenyurt,2053,41180,36333,30872,31095,30194,39733,43563,37320,27727,18601,17296,11154,7329,4510,2311,1218,739,261,72,38729,34301,28739,27853,32493,39936,39363,31829,24985,16758,15975,10427,7738,5089,2918,1953,1299,686,231
324,2015,Eyüp,1325,14132,14019,13501,14745,15124,16106,17897,17998,16217,13036,11673,8893,6394,4302,2472,1470,969,340,99,13257,13200,12558,13572,13780,16215,18273,17670,15988,12309,11483,8339,6574,4737,2996,2275,1617,884,295
325,2015,Fatih,1327,12875,12375,12752,15508,19489,19751,18764,17378,15638,13634,13167,11091,8954,6582,4280,2894,2054,845,264,12098,11933,11960,15468,19813,17558,16792,16971,15728,13648,13264,11201,9581,7836,5810,4863,3633,2077,816
326,2015,Gaziosmanpaşa,1336,21218,20426,20227,20923,18872,22185,24370,23315,20263,15921,14848,11180,8148,4997,2956,1686,1073,397,85,20134,19419,19110,19666,19990,21891,23127,21970,19333,14867,14421,10889,8318,5746,3694,2691,1796,1035,359
327,2015,Güngören,2010,11674,10542,10717,12674,12747,13895,14267,13252,11965,9705,9439,7479,5344,3733,2213,1304,888,304,77,10995,10262,9863,10809,12006,13323,13757,13099,11730,9663,9603,7304,5873,4264,2831,2056,1418,761,230
328,2015,Kadıköy,1421,9264,9745,9322,10465,13225,16202,18542,19029,16890,14791,14299,13937,12817,11031,8384,5911,4287,2322,931,8879,9411,8806,10720,14259,17690,20685,22009,19873,18303,18426,18158,16533,14765,11715,9268,7548,5074,2438
329,2015,Kağıthane,1810,16605,15863,15663,17797,18550,21875,22577,21050,18996,15547,13850,9343,6006,3588,2242,1458,1115,336,62,15730,15333,14830,16379,17925,20825,20947,20280,18399,14327,12869,8562,6219,4448,3202,2426,1568,865,285
330,2015,Kartal,1449,16280,15783,15781,16047,15901,19715,21805,21658,19226,15845,14773,11753,8640,6024,3898,2251,1441,609,172,15656,14902,14461,15062,16044,20040,22080,21620,19804,15719,15037,11507,9190,6915,4517,3292,2214,1377,513
331,2015,Küçükçekmece,1823,31658,30329,29610,30834,28998,34755,37812,36105,31905,24953,22012,15657,11245,7418,4363,2595,1612,524,162,30128,28712,27822,29008,30904,34965,37324,35557,30853,22831,21227,15030,11902,8677,5406,3946,2541,1262,422
332,2015,Maltepe,2012,16206,14922,14160,16218,18702,21588,24388,23151,20270,16652,15502,12538,9842,7135,4507,2776,1956,716,211,15512,14128,13597,14954,16706,21390,23659,23392,20809,16871,16240,13443,11153,8423,5804,4206,3083,1829,698
333,2015,Pendik,1835,30027,29754,26923,26760,24287,31074,35718,33974,28582,21307,19626,13817,9750,6172,3792,2241,1378,496,143,28720,27475,25525,24524,25563,31904,34631,31730,26338,19467,18409,12970,10096,7005,4579,3255,2104,1190,430
334,2015,Sancaktepe,2054,18451,17185,15311,14790,14497,17685,19184,17495,14258,9710,9209,5699,3606,2125,1297,713,444,152,49,17321,16228,14265,14054,14929,17605,17937,15797,12765,8509,8200,5044,3803,2544,1642,1082,742,395,160
335,2015,Sarıyer,1604,10278,10700,10662,13960,17026,14396,14826,15543,14423,12466,11025,8567,6434,4769,3023,1796,1223,471,151,9915,10309,9968,12770,14848,13867,15492,16520,15033,12326,11316,8831,6970,5246,3497,2451,1658,1002,401
336,2015,Şile,1659,871,886,845,1234,1691,1148,1155,1131,1061,1064,1196,1177,1082,939,709,519,342,129,45,803,814,813,1133,1316,1014,1011,1078,1068,975,1109,1098,1142,943,724,552,387,203,70
337,2015,Silivri,1622,6003,5572,5331,6054,6946,9110,9249,8604,7193,5846,5539,4401,3352,2439,1611,1175,636,261,71,5746,5466,5081,5185,5381,6417,6675,6324,5779,4790,4732,3881,3271,2525,1744,1237,877,419,161
338,2015,Şişli,1663,7115,6938,7142,8306,11332,13882,14252,12659,11038,9358,8351,7272,5409,3924,2530,1808,1384,705,317,6490,6671,6523,7622,10751,13766,14214,13222,11795,9629,9096,7480,6224,4995,3694,3063,2435,1763,862
339,2015,Sultanbeyli,2014,17843,17356,15714,16082,13830,15807,15887,13706,11495,7846,8126,5050,3133,1752,1002,594,385,132,44,16707,16127,14805,14973,14590,15115,14333,12145,10118,6972,7272,4371,3092,2000,1369,881,583,354,139
340,2015,Sultangazi,2055,26667,25583,24367,24104,20395,24819,26308,24561,20752,14832,13007,8459,5891,3671,2017,987,642,185,58,24984,24254,22887,22457,21527,24048,24459,22607,18694,12412,11710,8082,6187,4250,2321,1632,961,557,190
341,2015,Tuzla,2015,10046,9855,9041,10428,11431,10984,11826,11517,9735,7422,6357,4594,3061,1982,1180,648,388,166,42,9628,9303,8389,8944,9389,10713,11512,11010,9209,6559,5952,4129,3165,2248,1375,944,627,410,163
342,2015,Ümraniye,1852,29881,28006,26027,26023,24530,30487,35870,34594,30182,22895,20221,14488,10042,6365,3583,1944,1294,446,119,28044,26569,24219,24850,25587,32080,35851,33794,28425,20724,19349,13734,10221,6978,4464,2982,1919,1113,447
343,2015,Üsküdar,1708,16498,16851,17094,19947,22480,24207,23964,23130,21282,18246,17307,14091,10993,7906,4986,3243,2193,912,307,15457,15726,16107,18937,21454,23463,24661,24955,23066,19226,18105,14923,12013,9073,6337,4796,3603,2203,875
344,2015,Zeytinburnu,1739,11541,10927,10802,12148,12202,13436,13303,12618,11379,9385,8788,6529,4819,2970,1642,1083,697,312,85,10993,10700,10248,13492,13678,12583,12769,11959,10899,8787,8414,6273,5012,3308,2116,1616,1192,712,268
345,2016,Adalar,1103,317,287,276,342,626,505,536,540,550,531,551,555,567,432,353,230,141,61,20,306,274,276,300,333,441,451,532,493,550,554,587,537,466,365,254,185,101,53
346,2016,Arnavutköy,2048,13663,12919,11786,11415,9909,12191,11892,11751,8949,6326,6037,4046,3253,1821,1097,627,421,133,40,12881,11852,11129,10420,10111,11309,10884,10002,7643,5401,5576,3689,3147,2001,1262,952,548,310,114
347,2016,Ataşehir,2049,15209,14982,14038,15450,15136,17213,19333,20410,18110,14739,13588,9749,8075,5287,3278,1894,1186,454,136,14539,14142,13574,15150,16777,18217,20081,21052,18663,14728,13379,9830,8203,5946,3870,2612,1839,1126,518
348,2016,Avcılar,2003,18027,16380,15326,16063,16389,19764,21156,21253,17347,13601,12779,9539,7783,4881,2875,1594,968,371,77,16975,15605,14243,15211,17244,19833,20552,20234,16554,13240,13173,9778,8283,5493,3362,2289,1451,760,317
349,2016,Bağcılar,2004,34841,33821,32196,34502,30497,33995,35844,36423,30195,23403,21230,13317,9965,5782,3475,1733,1014,367,98,32855,32129,30678,32332,31761,33251,33778,34146,28625,20304,19560,12344,10469,6864,4160,2674,1620,908,354
350,2016,Bahçelievler,2005,23339,21637,20644,22631,24551,28186,28236,28713,23884,19749,18357,13852,10891,6973,4269,2514,1540,603,136,21674,20397,19688,21632,23413,27105,27588,27736,23729,19295,18673,13614,11711,7963,5159,3738,2411,1355,511
351,2016,Bakırköy,1166,5284,5982,5954,5758,7083,7842,8257,9361,8352,7558,7373,6834,6128,4624,3325,2137,1550,740,297,5166,5542,5522,5608,6683,8602,10103,10837,9677,8927,8545,7884,7002,5498,4211,3299,2564,1575,753
352,2016,Başakşehir,2050,17883,18680,17716,16435,13410,13622,15370,18151,16115,12583,10426,6252,4383,2409,1383,750,470,148,47,17065,17535,16946,15124,13642,15218,17723,18827,15292,10701,8693,5547,4274,2753,1760,1137,729,431,180
353,2016,Bayrampaşa,1886,9474,9451,9803,10404,10478,11562,12176,12768,11540,9959,8948,7121,5647,3411,2021,1398,884,358,98,9040,9171,9078,9795,10401,11163,12130,12480,11217,9375,8821,6645,5634,3725,2676,2005,1374,687,230
354,2016,Beşiktaş,1183,4066,4023,4006,4822,8057,7557,8038,8280,7134,6355,5492,4990,4300,3452,2672,1971,1441,807,360,3889,3870,3834,4483,6772,8417,9419,9926,8573,7631,6885,6120,5374,4514,3843,3067,2445,1613,858
355,2016,Beykoz,1185,8218,8470,8331,9569,9882,10012,10452,10978,10083,8938,8548,6946,5488,3336,2208,1403,888,342,117,8006,7859,7910,9817,10121,9757,10678,11306,10351,8853,8619,6629,5512,3659,2573,1966,1393,851,341
356,2016,Beylikdüzü,2051,11892,12013,10823,10529,9527,11169,12974,14552,12805,10155,8946,6740,5353,3676,2207,1181,668,257,88,11459,11253,10449,9956,10196,12791,14767,15871,13056,10231,9031,6895,5782,4048,2452,1665,1116,573,274
357,2016,Beyoğlu,1186,8160,7631,7650,9271,10377,11466,11764,11548,9928,8758,8182,6225,4723,2862,1726,1159,719,291,119,7835,7340,7295,8711,9440,10078,10247,10777,9305,8023,7619,5586,4582,3120,2243,1719,1267,716,300
358,2016,Büyükçekmece,1782,9191,9204,8795,9176,8116,8909,9892,11050,9859,7955,7481,5768,4832,3265,2137,1216,781,252,81,8711,8642,8211,8531,8357,9485,10628,11358,9969,7921,7411,5711,4999,3612,2348,1555,1021,536,219
359,2016,Çatalca,1237,2137,2143,2301,2409,3265,2662,2716,2762,2582,2433,2385,2232,1925,1425,906,606,394,173,54,1986,2028,2162,2173,2231,2432,2575,2630,2495,2323,2397,2093,1825,1415,988,743,540,296,93
360,2016,Çekmeköy,2052,11143,10595,9374,9323,9065,10327,11745,12572,10329,7752,6670,4413,3210,1988,1168,614,371,138,29,10588,9974,8722,8754,8952,11091,12191,12371,9837,6900,6348,4173,3400,2161,1354,889,575,344,161
361,2016,Esenler,2016,20327,19587,19537,21462,20784,21699,21360,21777,18500,14785,13317,8252,6144,3440,2038,1157,698,214,53,19157,18769,18267,20072,19902,19778,19304,20080,17388,13069,12017,7759,6387,4014,2543,1770,1068,544,212
362,2016,Esenyurt,2053,44297,38736,32629,32886,32323,41240,44714,42335,29918,20514,18736,11689,8541,4899,2593,1343,758,283,82,41754,36345,30379,29349,34311,41665,40689,36503,26740,18368,17308,11049,8955,5461,3145,2077,1336,794,266
363,2016,Eyüp,1325,14161,13791,13295,14621,15171,15540,17497,18504,16445,13516,12096,8873,6952,4419,2637,1482,980,367,108,13431,13011,12355,13339,13699,15881,17670,18344,16065,12766,11770,8547,7128,4893,3164,2286,1607,916,323
364,2016,Fatih,1327,12698,11912,12286,14840,19148,19809,18458,17973,15770,13891,13215,10969,9377,6737,4377,2846,2029,858,284,11853,11592,11686,14841,19532,17163,16492,17375,15760,14095,13338,11138,9903,7785,5883,4763,3644,2080,885
365,2016,Gaziosmanpaşa,1336,21092,19849,19598,20845,18843,21454,23209,23953,20264,16290,15102,11201,8808,5154,3011,1780,1051,416,98,20119,18938,18470,19498,19642,21207,22348,22653,19211,15299,14793,10877,9067,5913,3801,2642,1840,1022,408
366,2016,Güngören,2010,11396,10219,10263,12255,12903,13255,13620,13424,11651,9951,9495,7409,5740,3766,2273,1424,854,320,79,10771,9901,9590,10530,11870,12778,13015,13342,11675,9613,9805,7324,6179,4398,2862,2130,1405,741,283
367,2016,Kadıköy,1421,8978,9293,8991,9856,12403,15195,17206,18746,16393,14532,13776,13379,12809,10818,8631,5870,4186,2317,1003,8618,8910,8570,10079,13347,16486,19466,21484,19662,18119,17983,17694,16747,14642,12043,9082,7420,4899,2669
368,2016,Kağıthane,1810,16549,15477,15081,17483,18499,21781,22210,21550,18792,15992,14346,9563,6708,3649,2259,1499,1073,392,78,15897,14663,14490,16217,18027,20803,20454,20908,18377,14895,13558,8665,6826,4470,3200,2449,1582,890,333
369,2016,Kartal,1449,16397,15457,15406,16082,15945,19178,21017,22163,19271,16193,15247,11624,9372,6246,4120,2356,1426,628,176,15554,14709,14105,14912,15770,19515,21420,22355,19895,16226,15550,11655,10004,7053,4685,3367,2280,1351,588
370,2016,Küçükçekmece,1823,31800,30115,29177,30685,29477,33960,36313,37501,32032,26039,22679,15883,12103,7620,4659,2633,1612,612,170,30403,28332,27480,29082,30547,34402,36092,37152,31340,23853,21837,15270,12808,8862,5681,3967,2659,1318,454
371,2016,Maltepe,2012,16304,14804,13774,16254,17250,20792,23608,23784,20397,17163,15986,12580,10507,7399,4877,2922,1967,811,232,15734,14058,13213,14840,16615,21102,23011,24196,21020,17587,16667,13539,12018,8787,6154,4364,3147,1881,807
372,2016,Pendik,1835,30502,29554,26811,27030,24539,30599,34566,35762,29256,22386,20332,13781,10855,6528,3874,2348,1355,547,157,29012,27715,25145,24754,25283,31164,33860,33851,27187,20232,19208,13179,11051,7300,4769,3356,2127,1201,505
373,2016,Sancaktepe,2054,19849,18305,15771,15652,15054,18151,19629,19460,15288,10567,9953,5919,4289,2286,1352,775,461,166,55,18444,17150,14726,14677,15738,18582,18416,17787,13722,9261,8969,5383,4213,2748,1758,1110,749,469,163
374,2016,Sarıyer,1604,10176,10513,10379,14294,15578,13483,14143,15689,14444,12669,11274,8551,6910,4872,3178,1863,1199,529,174,9719,10062,9809,12590,14646,13235,14841,16998,15196,12837,11777,8799,7522,5371,3719,2521,1700,1024,469
375,2016,Şile,1659,882,882,854,1239,1625,1202,1146,1201,1069,1106,1218,1222,1171,974,735,546,333,144,46,883,830,803,1059,1338,1037,1005,1122,1074,1012,1143,1131,1237,983,749,560,397,196,87
376,2016,Silivri,1622,6056,5745,5341,6059,7995,9141,9234,9366,7586,6115,5692,4517,3640,2546,1690,1156,679,260,74,5873,5582,5156,5215,5456,6337,6619,6803,5869,5015,4906,3927,3614,2581,1889,1246,918,457,168
377,2016,Şişli,1663,7050,6694,6955,8081,10981,13461,13960,13102,11024,9513,8486,7130,5759,4034,2634,1825,1363,701,327,6545,6426,6328,7413,10336,13557,13746,13446,11777,9916,9249,7513,6482,5081,3767,3042,2456,1679,964
378,2016,Sultanbeyli,2014,18127,17152,15656,15956,13809,15662,15450,14732,11613,8095,8287,5053,3572,1771,1050,615,391,158,45,17012,16037,14389,15039,14464,15238,13897,13203,10142,7274,7494,4349,3519,2080,1349,920,572,374,163
379,2016,Sultangazi,2055,26612,25258,23943,24117,20606,24280,25185,25823,20886,15508,13770,8320,6539,3786,2124,1051,668,204,57,24994,23927,22608,22597,21757,23606,23658,23821,19013,13059,12247,7906,6829,4381,2492,1685,980,537,256
380,2016,Tuzla,2015,10402,10099,9127,10264,10767,11131,11929,12400,10223,7954,6722,4762,3435,2137,1255,704,394,180,56,10005,9503,8425,9027,9462,11092,11798,11988,9605,7132,6331,4210,3588,2367,1489,1006,629,452,182
381,2016,Ümraniye,1852,29571,28046,25505,26008,24617,29661,34453,35753,30593,23469,20965,14645,11096,6608,3880,2005,1311,468,134,28179,26395,23809,25267,25844,31192,34863,35033,29052,21637,20141,13916,11346,7233,4666,3136,1987,1145,529
382,2016,Üsküdar,1708,16415,16367,16496,18585,22152,23325,22733,23498,21009,18557,17531,13871,11685,8078,5264,3332,2181,974,337,15378,15377,15531,18082,20812,22739,23462,25221,23224,19640,18516,14844,12678,9304,6619,4935,3569,2196,1020
383,2016,Zeytinburnu,1739,11530,10655,10504,11944,12122,13081,12687,12929,11295,9694,8767,6660,5141,3039,1700,1088,671,303,85,10955,10380,10041,12323,14422,12294,12069,12405,10742,9050,8377,6329,5299,3405,2157,1591,1161,694,308
384,2017,Adalar,1103,314,288,266,631,746,496,514,570,547,521,554,557,573,447,355,234,143,68,24,304,266,294,275,335,451,432,515,501,542,553,582,574,442,379,255,191,114,54
385,2017,Arnavutköy,2048,14387,13433,12514,11668,10438,12636,12646,12668,9729,7290,6257,4570,3442,2029,1166,692,403,163,39,13521,12374,11669,10740,10580,11703,11379,10829,7962,6197,5583,4124,3243,2177,1370,991,563,347,133
386,2017,Ataşehir,2049,14915,14768,14110,15119,14963,16514,18660,20286,18065,15631,13386,10404,8149,5542,3400,2048,1209,504,178,14314,13924,13660,14885,16793,17602,19706,21057,18910,15887,13297,10467,8374,6211,4065,2818,1823,1160,568
387,2017,Avcılar,2003,17838,16699,15453,15953,16333,18832,20785,21384,17748,14749,12480,10209,7981,5139,3083,1723,975,432,100,16810,15814,14424,15174,17583,19324,20301,20459,17133,14341,12857,10502,8451,5909,3628,2400,1523,836,317
388,2017,Bağcılar,2004,34058,33078,32240,33407,29901,32590,34390,36227,30296,25385,20828,14570,10079,6137,3626,1912,1013,415,105,32301,31081,30620,31467,31795,32030,32975,34299,28773,22605,18939,13390,10545,7196,4409,2828,1612,989,372
389,2017,Bahçelievler,2005,22907,21480,20755,22036,23998,27317,27466,28320,24130,20912,18162,14657,10906,7416,4416,2764,1535,725,162,21548,20286,19592,21082,23346,26410,27092,27710,23996,20757,18211,14550,11784,8265,5447,3899,2429,1432,554
390,2017,Bakırköy,1166,5209,6007,6158,5945,6809,7438,7910,9160,8391,7740,7234,6850,6117,4770,3409,2296,1536,755,318,5106,5612,5660,5341,6586,8340,9827,10893,9835,9196,8411,8001,7097,5679,4373,3408,2555,1605,793
391,2017,Başakşehir,2050,18924,19712,19199,17299,14373,14411,16017,19102,17282,14211,10932,7156,4718,2780,1510,850,515,192,52,18153,18781,17989,16284,15059,16095,18639,20126,16444,12191,9102,6406,4503,3063,1925,1292,759,461,222
392,2017,Bayrampaşa,1886,9411,9376,9640,10133,10384,11252,11894,12837,11557,10491,8984,7412,5673,3699,2134,1440,890,369,97,8933,9115,9174,9524,10393,11013,11928,12491,11380,9936,8806,6987,5722,3879,2787,2100,1363,739,254
393,2017,Beşiktaş,1183,3975,3947,4095,4326,6808,7100,7700,7998,7237,6407,5468,4959,4245,3481,2737,1958,1469,824,400,3738,3836,3850,4248,6453,7909,8945,9860,8704,7751,6808,6140,5450,4546,3912,3113,2443,1661,946
394,2017,Beykoz,1185,8130,8208,8265,9522,10132,9793,10097,10935,9923,9393,8460,7280,5625,3669,2247,1523,893,392,124,7931,7626,7847,9431,10275,9456,10351,11211,10302,9437,8425,7194,5636,3945,2640,2111,1395,877,386
395,2017,Beylikdüzü,2051,12643,12673,11676,10920,10030,11161,13379,15036,13749,11257,9303,7313,5579,4022,2452,1318,768,279,110,12036,11907,11379,10455,10745,12980,15271,16701,14011,11348,9347,7673,6093,4380,2757,1806,1162,646,305
396,2017,Beyoğlu,1186,7922,7439,7476,8790,10299,11116,11460,11446,9803,9082,8109,6410,4767,3069,1785,1194,730,318,113,7587,7015,7110,8441,9392,9823,10051,10558,9212,8387,7453,5940,4675,3230,2240,1830,1274,739,321
397,2017,Büyükçekmece,1782,9339,9266,9033,9244,8321,8692,9820,11175,10198,8636,7477,6269,4920,3566,2269,1392,815,310,91,8845,8741,8523,8535,8600,9375,10575,11596,10322,8674,7498,6158,5093,3865,2620,1714,1070,590,247
398,2017,Çatalca,1237,2147,2155,2365,2421,2444,2650,2656,2842,2593,2551,2399,2300,1954,1505,978,629,402,174,59,2043,2027,2141,2133,2258,2386,2547,2707,2444,2386,2439,2186,1883,1500,1021,774,558,304,96
399,2017,Çekmeköy,2052,11399,10678,9834,9573,9643,10142,11812,12997,10737,8600,6830,4862,3388,2169,1259,699,388,179,31,10800,10142,9159,8904,9302,11213,12390,12829,10397,7826,6439,4635,3603,2364,1458,1023,601,370,184
400,2017,Esenler,2016,19761,19066,19014,20899,20524,21255,20946,21416,18364,15904,13062,8938,6246,3708,2058,1274,670,250,61,18796,18030,18203,19369,19840,19212,18989,20011,17330,14101,11658,8457,6348,4320,2701,1865,1063,625,235
401,2017,Esenyurt,2053,46513,40900,35044,34491,33464,42108,46800,45053,32519,24026,19404,13424,9226,5434,2948,1491,773,361,106,43896,38375,32974,30769,35984,43304,42599,39519,28815,21716,17886,12717,9510,6038,3458,2280,1398,842,327
402,2017,Eyüp,1325,14191,13688,13472,14012,14928,15454,17210,18616,16571,14331,12185,9324,7141,4675,2758,1607,968,399,123,13536,12884,12382,13074,13913,15705,17329,18460,16270,13873,11656,9147,7304,5227,3325,2442,1593,984,357
403,2017,Fatih,1327,12627,12196,12440,14888,20639,20730,19757,19299,16991,15352,13555,11655,9724,6975,4467,3045,1977,909,275,11959,11692,11919,14791,20088,17951,17375,18085,16665,15140,13503,11788,10014,7855,6049,4847,3514,2182,955
404,2017,Gaziosmanpaşa,1336,20685,19473,19574,20038,18423,20702,22316,23704,20432,17427,14838,11703,8963,5521,3136,1886,1031,466,113,19709,18430,18527,18928,19506,20592,21751,22751,19420,16379,14502,11467,9191,6297,3964,2769,1850,1053,442
405,2017,Güngören,2010,11127,9947,10021,12199,13407,12811,13219,13295,11456,10401,9269,7774,5750,3949,2366,1523,856,360,93,10507,9685,9511,10010,11735,12266,12578,13055,11779,10193,9533,7623,6269,4580,3046,2211,1426,823,314
406,2017,Kadıköy,1421,8860,9142,9196,9560,12130,14755,16804,18436,16621,14986,13542,13229,12731,10874,8851,6157,4220,2397,1085,8482,8782,8820,9602,13176,16047,18910,21451,19793,18557,17725,17688,16900,14762,12468,9488,7403,4915,2908
407,2017,Kağıthane,1810,16302,15251,15088,16771,18490,21442,21909,21423,18817,16946,14418,10364,6859,3949,2397,1576,1011,487,98,15756,14447,14435,16202,18275,20630,20318,20851,18608,16069,13490,9539,7027,4709,3281,2567,1564,952,376
408,2017,Kartal,1449,16324,15374,15368,15793,16236,18491,20454,22077,19545,17127,14955,12377,9588,6590,4235,2629,1502,662,241,15535,14525,14299,14866,16052,19042,20954,22407,20209,17426,15472,12453,10131,7563,4866,3655,2268,1483,659
409,2017,Küçükçekmece,1823,31840,29724,29299,29978,29210,32847,35681,37308,32484,27684,22564,16889,12251,8117,4889,2842,1608,687,162,30018,28029,27675,28618,30563,33598,35475,37315,32077,25897,21613,16388,12963,9379,6001,4113,2661,1438,508
410,2017,Maltepe,2012,16084,14619,14001,17684,20107,20683,22846,24059,20498,17965,15761,13269,10619,7682,5091,3215,1983,919,273,15344,13976,13305,14814,16574,20362,22622,23963,21313,18729,16487,14213,12145,9149,6431,4718,3116,2017,950
411,2017,Pendik,1835,30414,29077,27439,26627,24624,29595,33569,35802,29926,24094,20100,15015,11167,7026,4058,2603,1387,633,171,28713,27651,25552,24372,25286,30488,33264,34327,27791,22276,19017,14331,11427,7708,5137,3606,2112,1298,577
412,2017,Sancaktepe,2054,21184,19220,16875,16274,15675,18920,20682,20557,16351,12269,10202,6798,4630,2501,1464,850,474,206,52,19656,18153,15713,15681,16754,19347,19645,19011,14780,10921,9128,6270,4514,3010,1892,1248,793,506,185
413,2017,Sarıyer,1604,9973,10305,10395,14195,15698,13130,13848,15416,14568,13224,11308,9042,6960,5102,3404,2023,1231,558,219,9487,9746,10075,12689,14548,12860,14613,16781,15448,13660,11779,9314,7655,5707,3867,2738,1761,1038,511
414,2017,Şile,1659,886,870,836,1234,1925,1289,1117,1240,1079,1133,1263,1253,1210,984,786,562,348,147,45,844,838,808,1095,1307,1028,1035,1136,1071,1102,1143,1184,1241,1021,755,622,400,201,93
415,2017,Silivri,1622,6212,5809,5478,6134,9723,10426,10315,10178,8511,6832,5847,4874,3805,2753,1727,1206,710,286,93,5950,5683,5258,5195,5529,6341,6708,6876,6067,5404,4907,4293,3729,2743,2018,1301,922,499,182
416,2017,Şişli,1663,7032,6625,6887,7801,11046,13270,13773,13182,11091,10010,8484,7242,5838,4182,2769,1894,1346,732,344,6560,6281,6429,7124,10444,13305,13464,13568,11886,10550,9235,7777,6628,5164,3950,3180,2368,1727,1008
417,2017,Sultanbeyli,2014,18137,17226,15829,15890,13545,15604,15393,15091,11828,9184,7969,5690,3786,1925,1097,664,346,192,45,17045,16098,14665,14860,14590,15174,14132,13808,10349,8105,7331,4977,3591,2204,1456,1015,551,406,187
418,2017,Sultangazi,2055,26444,24978,24136,23616,20410,23470,24658,25885,21278,17062,13550,9160,6571,4073,2249,1163,638,279,72,24850,23591,22728,22338,22032,23206,23438,23860,19581,14546,11912,8635,6973,4664,2714,1862,1000,612,280
419,2017,Tuzla,2015,10736,10317,9588,10481,11518,11663,12261,12745,10765,8693,6894,5237,3583,2358,1326,806,409,197,64,10364,9744,8846,9233,9726,11243,12161,12509,10030,7895,6515,4706,3753,2509,1616,1108,667,438,219
420,2017,Ümraniye,1852,29189,27616,25951,25907,24761,28594,33281,35656,31035,25210,20733,15819,11355,7244,4085,2251,1265,590,146,27719,26439,24136,24899,26079,30611,33789,35471,29661,23849,19731,15266,11764,7703,4906,3357,2048,1241,544
421,2017,Üsküdar,1708,16127,15900,16462,17998,21613,22311,22125,23143,20936,19360,17045,14636,11746,8490,5435,3613,2180,1110,374,15035,15043,15461,17546,20689,22130,22827,24717,23255,20654,18340,15468,12951,9738,6793,5295,3583,2319,1122
422,2017,Zeytinburnu,1739,11389,10478,10313,11560,12078,12940,12475,12720,11393,10158,8611,6950,5244,3225,1754,1146,643,318,109,10806,10176,9897,11541,14946,12130,11979,12161,10713,9581,8260,6600,5358,3607,2252,1651,1151,722,343
423,2018,Adalar,1103,356,330,320,786,805,562,584,632,643,551,562,561,602,453,360,248,129,93,25,332,325,293,310,379,478,501,550,522,568,580,565,624,429,400,273,190,138,60
424,2018,Arnavutköy,2048,14888,13661,13037,11699,11301,12684,13165,13039,10023,7822,6259,4834,3542,2110,1244,706,384,223,41,13949,12697,11989,10831,11041,12083,11659,11286,8331,6868,5479,4458,3328,2312,1428,1023,596,376,153
425,2018,Ataşehir,2049,14380,14398,14172,14388,14860,15933,17709,19622,17781,15881,13336,10346,8013,5401,3477,2049,1121,621,198,13816,13553,13619,14140,16819,17128,19039,20567,18810,16529,13091,10450,8281,6027,4313,2804,1783,1259,604
426,2018,Avcılar,2003,17430,16663,15593,15769,16231,18463,20057,21150,18219,15403,12513,10379,7971,5270,3273,1727,948,480,114,16362,15765,14855,14770,17504,18704,19981,20523,17434,15052,12688,10714,8466,5955,4011,2399,1537,895,357
427,2018,Bağcılar,2004,32735,32265,32174,31912,29639,31218,32919,34827,30151,26257,20480,14802,9806,6020,3598,1939,943,503,123,31382,30075,30622,30348,31020,30874,32163,33551,28303,24042,18275,13729,10122,7053,4574,2815,1622,1070,418
428,2018,Bahçelievler,2005,22509,20993,20649,21573,23746,27117,27330,27637,24250,21678,18000,14810,10845,7276,4541,2719,1492,829,181,21178,19747,19664,20313,23297,25910,26624,27350,24038,21455,17783,14749,11476,8296,5664,3846,2427,1434,627
429,2018,Bakırköy,1166,5191,6180,6524,5994,6786,6630,7639,9032,8566,7871,7128,6804,6017,4776,3637,2231,1489,856,326,5080,5688,6082,5318,6644,8011,9575,11033,10277,9259,8400,7943,7054,5662,4554,3341,2544,1684,842
430,2018,Başakşehir,2050,20195,20957,20845,19613,16116,15557,17178,19569,18448,15671,11771,8027,5154,3081,1724,922,532,232,60,19352,19902,19416,17519,16416,17432,19543,21083,17731,13668,9676,7122,4906,3273,2228,1349,824,500,243
431,2018,Bayrampaşa,1886,9210,9182,9716,9699,10160,11010,11399,12520,11484,10672,8994,7352,5683,3792,2252,1385,867,434,96,8784,8928,9156,9118,10199,10686,11530,12321,11457,10161,8636,7101,5663,4025,2920,2065,1358,790,268
